Trial,RA Attempts,GA Attempts,RA Average,GA Average,Num. of trials
1,20232,3844,182556,75848,10000
2,125217,228781
3,329100,75510
4,294481,87910
5,50332,219538
6,27113,53794
7,566638,1481
8,248272,9049
9,74675,61921
10,62227,173840
11,166014,47221
12,146041,23682
13,236591,2350
14,514903,39286
15,211903,67995
16,2256,59373
17,157868,77754
18,141307,39804
19,28692,1871
20,369052,50949
21,126959,22938
22,312137,6801
23,334446,17234
24,38685,156363
25,351381,118288
26,173612,22432
27,620375,170748
28,69290,127834
29,157084,15858
30,98385,154493
31,44252,7436
32,197389,66098
33,132683,31476
34,107236,78225
35,275312,101804
36,14863,150279
37,111041,23669
38,285294,34797
39,81218,77252
40,6951,58278
41,83594,2112
42,140109,160328
43,206337,167997
44,372289,163428
45,89128,14814
46,60747,83946
47,283918,9345
48,3436,307148
49,174713,129488
50,128982,61627
51,246443,201239
52,294945,8776
53,7910,9905
54,148791,44758
55,170754,35090
56,222901,107756
57,207187,137138
58,178444,97520
59,640976,229663
60,608645,111323
61,69830,55532
62,288915,22937
63,50527,30359
64,220468,138665
65,808069,121416
66,163304,141962
67,57036,9030
68,69399,58472
69,609504,37531
70,174531,15871
71,243294,918
72,143158,39416
73,406170,146816
74,191921,87910
75,236965,54673
76,266408,128451
77,310970,15624
78,38759,64085
79,371485,83449
80,5378,39804
81,388040,138828
82,23109,6694
83,230188,977
84,222650,59393
85,301898,48253
86,229323,129685
87,57332,5692
88,305194,45753
89,124698,91873
90,238178,40528
91,450973,136149
92,28079,36443
93,40782,11532
94,389247,92782
95,57853,203606
96,52519,63199
97,75409,93123
98,119686,151273
99,74779,22672
100,307356,61750
101,747656,44883
102,446217,65347
103,176175,81329
104,23206,120900
105,71620,106007
106,259342,498605
107,67406,21905
108,39611,59263
109,22663,64163
110,215377,60791
111,61557,286809
112,22301,232495
113,120596,71044
114,50369,4002
115,105882,105769
116,167202,137506
117,288092,86799
118,389253,206335
119,35420,242419
120,249251,16492
121,214480,43067
122,62288,18022
123,298469,29989
124,319105,202214
125,27631,8295
126,49556,86991
127,506287,44385
128,18711,64339
129,10342,4876
130,597678,59723
131,2930,1115
132,55718,14874
133,2203,92740
134,338528,34099
135,127443,106147
136,4005,28281
137,188800,14880
138,373921,118618
139,9507,287797
140,181,51933
141,94982,48731
142,69163,43597
143,24650,37358
144,386511,11157
145,454554,114382
146,38061,21325
147,208069,74011
148,35584,11254
149,130540,65952
150,19325,27644
151,11769,46484
152,381804,261390
153,120982,52576
154,7636,94283
155,90629,199759
156,73541,105600
157,1722,42491
158,127366,118683
159,48187,17111
160,339115,43276
161,73055,72662
162,68060,89141
163,95349,65272
164,262076,5206
165,130033,108617
166,594390,46125
167,223838,113448
168,414531,60942
169,132498,116060
170,542739,41898
171,619657,16854
172,211050,13993
173,28027,19958
174,146127,6341
175,4377,69426
176,53362,86807
177,219021,46115
178,327893,31345
179,758998,31820
180,856508,5492
181,248411,36316
182,302205,41327
183,117029,47210
184,181659,50839
185,86697,192973
186,75787,16359
187,189361,13724
188,673806,47484
189,210537,102662
190,62489,11764
191,16399,38936
192,413789,31371
193,87210,70118
194,163602,32972
195,278788,361206
196,90970,118015
197,91766,182651
198,164631,38444
199,136095,199507
200,135059,128587
201,201942,182383
202,418782,710135
203,244150,164421
204,10280,7113
205,120676,26752
206,192922,71410
207,41926,35817
208,25669,151773
209,142036,102797
210,187888,19641
211,75186,29754
212,12247,164266
213,20468,260372
214,31251,76955
215,66746,141218
216,145879,12643
217,234545,152484
218,6710,36828
219,228825,34100
220,89675,101691
221,326890,5766
222,409892,55303
223,295270,53187
224,170552,2584
225,571897,64601
226,41912,27606
227,219219,89471
228,73890,33849
229,150124,314587
230,22769,73644
231,41227,11031
232,564770,7191
233,168874,94977
234,64406,79996
235,259811,41644
236,356195,57269
237,899518,62106
238,57635,17169
239,189459,1736
240,92407,21325
241,421197,94984
242,124804,59641
243,94190,112340
244,507566,9971
245,92041,116308
246,337165,37200
247,173111,28502
248,11029,35712
249,175697,24053
250,173427,20830
251,68845,116206
252,120481,9531
253,72382,239175
254,129869,84723
255,528632,53680
256,70515,27648
257,50589,138500
258,157198,125735
259,156726,42778
260,9817,34354
261,179960,45166
262,126241,37798
263,394197,16795
264,409651,328218
265,86222,4711
266,223313,33594
267,68253,77801
268,919220,82317
269,142452,184647
270,124776,7634
271,9252,64093
272,282640,89896
273,14064,19992
274,164361,3834
275,270587,47490
276,80182,66937
277,490132,13010
278,2424,34214
279,29441,109472
280,347489,441797
281,17651,50699
282,13521,1845
283,313074,9421
284,382354,44267
285,226768,7697
286,102743,10978
287,243466,17372
288,24691,72814
289,579335,200744
290,245425,12047
291,132394,65827
292,420270,20943
293,107620,52945
294,84292,4081
295,287998,4447
296,141086,19933
297,58444,11678
298,462968,10655
299,41537,85063
300,436659,105362
301,54242,12882
302,60064,16621
303,12713,136869
304,53225,165714
305,353094,73771
306,125724,85683
307,108314,16964
308,205027,15500
309,88855,14311
310,256973,292979
311,5348,13761
312,63587,35193
313,82913,116794
314,41758,100433
315,80095,22559
316,383460,82949
317,179400,15477
318,41845,46917
319,99530,48339
320,190316,26889
321,170141,12772
322,149409,81577
323,15006,187930
324,177170,24297
325,11796,123626
326,483582,21815
327,162916,42779
328,119254,12465
329,242661,80359
330,155422,92056
331,135528,12261
332,480104,7680
333,201611,6943
334,66728,3593
335,23946,66958
336,157874,424947
337,40933,47971
338,10945,83564
339,96355,30016
340,178976,12895
341,3300,20478
342,292418,37466
343,287133,55779
344,184126,1666
345,449235,83201
346,123748,25410
347,541791,78613
348,3356,20195
349,579665,114998
350,664742,46624
351,201718,75762
352,180227,122707
353,84898,10288
354,2523,7850
355,458750,3164
356,332771,33348
357,174706,7305
358,77482,12769
359,177600,189687
360,40230,80842
361,59171,19579
362,78777,84193
363,60665,159663
364,175552,154149
365,199447,26037
366,160353,121567
367,66422,61626
368,641212,77078
369,33495,96616
370,523914,54061
371,140059,50937
372,750726,14741
373,307846,11665
374,34163,14749
375,54436,19713
376,57513,28466
377,15117,87534
378,148181,67075
379,83643,14629
380,24052,2851
381,13287,17977
382,28889,11290
383,294978,75414
384,61761,67805
385,119882,48474
386,174012,114564
387,71367,81574
388,137903,193169
389,176025,55459
390,147222,14258
391,82121,3593
392,732386,38116
393,165608,104336
394,44691,66667
395,46742,38809
396,102093,95756
397,306892,158222
398,13999,121989
399,162915,175699
400,12012,728
401,114076,58766
402,56717,66907
403,116499,95959
404,309860,92598
405,61573,51831
406,123593,92748
407,24018,2811
408,555294,54230
409,273863,107120
410,13560,19589
411,307120,227163
412,18546,174425
413,111577,29997
414,152809,153235
415,68679,126337
416,360027,105276
417,134818,41788
418,143468,74774
419,8902,34216
420,27668,852
421,169503,48482
422,389706,17549
423,242802,6200
424,3264,161177
425,336754,19568
426,70024,39381
427,351723,56434
428,113226,98207
429,367817,4164
430,169513,601
431,83782,3714
432,467703,114058
433,23979,64486
434,7913,215495
435,127120,83328
436,79029,72418
437,81955,67197
438,8980,19324
439,223685,6311
440,173962,82957
441,69314,54538
442,176658,12936
443,166981,8449
444,143372,32341
445,370406,9660
446,20036,2212
447,175605,289153
448,426177,127186
449,102673,40298
450,36186,23684
451,42316,14241
452,217612,16469
453,113129,52730
454,209343,69554
455,137116,4582
456,24451,5935
457,17020,81713
458,166572,846
459,23313,56753
460,13432,9037
461,13266,35645
462,210265,180544
463,181654,84798
464,823295,14367
465,194198,79235
466,18166,115067
467,145105,165002
468,154571,87419
469,25255,283587
470,48746,5032
471,117715,6199
472,67418,237470
473,61789,7191
474,429250,101276
475,153769,145382
476,121732,3090
477,562323,220464
478,50872,161677
479,405622,26284
480,261084,16673
481,385194,88905
482,137255,130111
483,91819,47001
484,452601,157702
485,138482,35969
486,20524,2229
487,23695,44018
488,184348,34220
489,36285,5071
490,25123,169981
491,237074,7173
492,229078,60248
493,64674,106128
494,108702,66695
495,30163,174997
496,9081,8262
497,133034,78986
498,136805,155990
499,384965,60278
500,112292,39416
501,183347,39539
502,385896,12204
503,108120,47361
504,882139,7907
505,661304,131938
506,4690,133416
507,198845,63798
508,17666,12720
509,102223,46128
510,192441,28043
511,135417,15870
512,19294,113451
513,149134,159958
514,182147,48226
515,95849,11396
516,265324,82034
517,13091,24269
518,37931,54792
519,260092,38479
520,346989,109105
521,281665,2938
522,13317,38688
523,12667,150887
524,605301,18475
525,123974,48728
526,179122,48479
527,148969,12378
528,136976,43855
529,632103,31867
530,480226,66019
531,162838,1233
532,403903,130990
533,351169,42517
534,225015,14382
535,58831,22920
536,88412,36682
537,518906,49218
